,0,orig shp,origin,t_wrld
88,ts-LNDb-0135-0237.jpg,"(317, 512, 512)","(-205.0908203125, -399.5908203125, -300.5)",ts-LNDb-0135-0237
89,ts-LNDb-0135-0240.jpg,"(317, 512, 512)","(-205.0908203125, -399.5908203125, -300.5)",ts-LNDb-0135-0240
90,ts-LNDb-0135-0243.jpg,"(317, 512, 512)","(-205.0908203125, -399.5908203125, -300.5)",ts-LNDb-0135-0243
91,ts-LNDb-0135-0246.jpg,"(317, 512, 512)","(-205.0908203125, -399.5908203125, -300.5)",ts-LNDb-0135-0246
92,ts-LNDb-0135-0249.jpg,"(317, 512, 512)","(-205.0908203125, -399.5908203125, -300.5)",ts-LNDb-0135-0249
93,ts-LNDb-0135-0252.jpg,"(317, 512, 512)","(-205.0908203125, -399.5908203125, -300.5)",ts-LNDb-0135-0252
94,ts-LNDb-0135-0255.jpg,"(317, 512, 512)","(-205.0908203125, -399.5908203125, -300.5)",ts-LNDb-0135-0255
95,ts-LNDb-0135-0258.jpg,"(317, 512, 512)","(-205.0908203125, -399.5908203125, -300.5)",ts-LNDb-0135-0258
96,ts-LNDb-0135-0261.jpg,"(317, 512, 512)","(-205.0908203125, -399.5908203125, -300.5)",ts-LNDb-0135-0261
97,ts-LNDb-0135-0264.jpg,"(317, 512, 512)","(-205.0908203125, -399.5908203125, -300.5)",ts-LNDb-0135-0264
98,ts-LNDb-0135-0267.jpg,"(317, 512, 512)","(-205.0908203125, -399.5908203125, -300.5)",ts-LNDb-0135-0267
99,ts-LNDb-0135-0270.jpg,"(317, 512, 512)","(-205.0908203125, -399.5908203125, -300.5)",ts-LNDb-0135-0270
100,ts-LNDb-0135-0273.jpg,"(317, 512, 512)","(-205.0908203125, -399.5908203125, -300.5)",ts-LNDb-0135-0273
101,ts-LNDb-0135-0276.jpg,"(317, 512, 512)","(-205.0908203125, -399.5908203125, -300.5)",ts-LNDb-0135-0276
102,ts-LNDb-0135-0279.jpg,"(317, 512, 512)","(-205.0908203125, -399.5908203125, -300.5)",ts-LNDb-0135-0279
103,ts-LNDb-0135-0282.jpg,"(317, 512, 512)","(-205.0908203125, -399.5908203125, -300.5)",ts-LNDb-0135-0282
104,ts-LNDb-0172-0219.jpg,"(368, 512, 804)","(-163.29426382203079, -231.26963669217224, -1277.8688317471608)",ts-LNDb-0172-0219
105,ts-LNDb-0172-0222.jpg,"(368, 512, 804)","(-163.29426382203079, -231.26963669217224, -1277.8688317471608)",ts-LNDb-0172-0222
106,ts-LNDb-0172-0225.jpg,"(368, 512, 804)","(-163.29426382203079, -231.26963669217224, -1277.8688317471608)",ts-LNDb-0172-0225
107,ts-LNDb-0172-0228.jpg,"(368, 512, 804)","(-163.29426382203079, -231.26963669217224, -1277.8688317471608)",ts-LNDb-0172-0228
108,ts-LNDb-0172-0231.jpg,"(368, 512, 804)","(-163.29426382203079, -231.26963669217224, -1277.8688317471608)",ts-LNDb-0172-0231
109,ts-LNDb-0172-0234.jpg,"(368, 512, 804)","(-163.29426382203079, -231.26963669217224, -1277.8688317471608)",ts-LNDb-0172-0234
110,ts-LNDb-0172-0237.jpg,"(368, 512, 804)","(-163.29426382203079, -231.26963669217224, -1277.8688317471608)",ts-LNDb-0172-0237
111,ts-LNDb-0172-0240.jpg,"(368, 512, 804)","(-163.29426382203079, -231.26963669217224, -1277.8688317471608)",ts-LNDb-0172-0240
112,ts-LNDb-0172-0243.jpg,"(368, 512, 804)","(-163.29426382203079, -231.26963669217224, -1277.8688317471608)",ts-LNDb-0172-0243
113,ts-LNDb-0172-0246.jpg,"(368, 512, 804)","(-163.29426382203079, -231.26963669217224, -1277.8688317471608)",ts-LNDb-0172-0246
114,ts-LNDb-0172-0249.jpg,"(368, 512, 804)","(-163.29426382203079, -231.26963669217224, -1277.8688317471608)",ts-LNDb-0172-0249
115,ts-LNDb-0172-0252.jpg,"(368, 512, 804)","(-163.29426382203079, -231.26963669217224, -1277.8688317471608)",ts-LNDb-0172-0252
116,ts-LNDb-0172-0255.jpg,"(368, 512, 804)","(-163.29426382203079, -231.26963669217224, -1277.8688317471608)",ts-LNDb-0172-0255
117,ts-LNDb-0172-0258.jpg,"(368, 512, 804)","(-163.29426382203079, -231.26963669217224, -1277.8688317471608)",ts-LNDb-0172-0258
118,ts-LNDb-0172-0261.jpg,"(368, 512, 804)","(-163.29426382203079, -231.26963669217224, -1277.8688317471608)",ts-LNDb-0172-0261
119,ts-LNDb-0172-0264.jpg,"(368, 512, 804)","(-163.29426382203079, -231.26963669217224, -1277.8688317471608)",ts-LNDb-0172-0264
120,ts-LNDb-0172-0267.jpg,"(368, 512, 804)","(-163.29426382203079, -231.26963669217224, -1277.8688317471608)",ts-LNDb-0172-0267
121,ts-LNDb-0172-0270.jpg,"(368, 512, 804)","(-163.29426382203079, -231.26963669217224, -1277.8688317471608)",ts-LNDb-0172-0270
122,ts-LNDb-0172-0273.jpg,"(368, 512, 804)","(-163.29426382203079, -231.26963669217224, -1277.8688317471608)",ts-LNDb-0172-0273
123,ts-LNDb-0172-0276.jpg,"(368, 512, 804)","(-163.29426382203079, -231.26963669217224, -1277.8688317471608)",ts-LNDb-0172-0276
124,ts-LNDb-0172-0279.jpg,"(368, 512, 804)","(-163.29426382203079, -231.26963669217224, -1277.8688317471608)",ts-LNDb-0172-0279
125,ts-LNDb-0172-0282.jpg,"(368, 512, 804)","(-163.29426382203079, -231.26963669217224, -1277.8688317471608)",ts-LNDb-0172-0282
126,ts-LNDb-0172-0285.jpg,"(368, 512, 804)","(-163.29426382203079, -231.26963669217224, -1277.8688317471608)",ts-LNDb-0172-0285
127,ts-LNDb-0172-0288.jpg,"(368, 512, 804)","(-163.29426382203079, -231.26963669217224, -1277.8688317471608)",ts-LNDb-0172-0288
128,ts-LNDb-0172-0291.jpg,"(368, 512, 804)","(-163.29426382203079, -231.26963669217224, -1277.8688317471608)",ts-LNDb-0172-0291
129,ts-LNDb-0172-0294.jpg,"(368, 512, 804)","(-163.29426382203079, -231.26963669217224, -1277.8688317471608)",ts-LNDb-0172-0294
130,ts-LNDb-0172-0297.jpg,"(368, 512, 804)","(-163.29426382203079, -231.26963669217224, -1277.8688317471608)",ts-LNDb-0172-0297
131,ts-LNDb-0172-0300.jpg,"(368, 512, 804)","(-163.29426382203079, -231.26963669217224, -1277.8688317471608)",ts-LNDb-0172-0300
132,ts-LNDb-0172-0303.jpg,"(368, 512, 804)","(-163.29426382203079, -231.26963669217224, -1277.8688317471608)",ts-LNDb-0172-0303
133,ts-LNDb-0172-0306.jpg,"(368, 512, 804)","(-163.29426382203079, -231.26963669217224, -1277.8688317471608)",ts-LNDb-0172-0306
134,ts-LNDb-0172-0309.jpg,"(368, 512, 804)","(-163.29426382203079, -231.26963669217224, -1277.8688317471608)",ts-LNDb-0172-0309
135,ts-LNDb-0172-0312.jpg,"(368, 512, 804)","(-163.29426382203079, -231.26963669217224, -1277.8688317471608)",ts-LNDb-0172-0312
136,ts-LNDb-0172-0315.jpg,"(368, 512, 804)","(-163.29426382203079, -231.26963669217224, -1277.8688317471608)",ts-LNDb-0172-0315
137,ts-LNDb-0172-0318.jpg,"(368, 512, 804)","(-163.29426382203079, -231.26963669217224, -1277.8688317471608)",ts-LNDb-0172-0318
138,ts-LNDb-0172-0321.jpg,"(368, 512, 804)","(-163.29426382203079, -231.26963669217224, -1277.8688317471608)",ts-LNDb-0172-0321
139,ts-LNDb-0172-0324.jpg,"(368, 512, 804)","(-163.29426382203079, -231.26963669217224, -1277.8688317471608)",ts-LNDb-0172-0324
140,ts-LNDb-0172-0327.jpg,"(368, 512, 804)","(-163.29426382203079, -231.26963669217224, -1277.8688317471608)",ts-LNDb-0172-0327
141,ts-LNDb-0294-0160.jpg,"(268, 512, 512)","(-187.1357421875, -384.1357421875, -264.0)",ts-LNDb-0294-0160
142,ts-LNDb-0294-0163.jpg,"(268, 512, 512)","(-187.1357421875, -384.1357421875, -264.0)",ts-LNDb-0294-0163
143,ts-LNDb-0294-0166.jpg,"(268, 512, 512)","(-187.1357421875, -384.1357421875, -264.0)",ts-LNDb-0294-0166
144,ts-LNDb-0294-0169.jpg,"(268, 512, 512)","(-187.1357421875, -384.1357421875, -264.0)",ts-LNDb-0294-0169
145,ts-LNDb-0294-0172.jpg,"(268, 512, 512)","(-187.1357421875, -384.1357421875, -264.0)",ts-LNDb-0294-0172
146,ts-LNDb-0294-0175.jpg,"(268, 512, 512)","(-187.1357421875, -384.1357421875, -264.0)",ts-LNDb-0294-0175
147,ts-LNDb-0294-0178.jpg,"(268, 512, 512)","(-187.1357421875, -384.1357421875, -264.0)",ts-LNDb-0294-0178
148,ts-LNDb-0294-0181.jpg,"(268, 512, 512)","(-187.1357421875, -384.1357421875, -264.0)",ts-LNDb-0294-0181
149,ts-LNDb-0294-0184.jpg,"(268, 512, 512)","(-187.1357421875, -384.1357421875, -264.0)",ts-LNDb-0294-0184
150,ts-LNDb-0294-0187.jpg,"(268, 512, 512)","(-187.1357421875, -384.1357421875, -264.0)",ts-LNDb-0294-0187
151,ts-LNDb-0294-0190.jpg,"(268, 512, 512)","(-187.1357421875, -384.1357421875, -264.0)",ts-LNDb-0294-0190
152,ts-LNDb-0294-0193.jpg,"(268, 512, 512)","(-187.1357421875, -384.1357421875, -264.0)",ts-LNDb-0294-0193
153,ts-LNDb-0294-0196.jpg,"(268, 512, 512)","(-187.1357421875, -384.1357421875, -264.0)",ts-LNDb-0294-0196
154,ts-LNDb-0294-0199.jpg,"(268, 512, 512)","(-187.1357421875, -384.1357421875, -264.0)",ts-LNDb-0294-0199
155,ts-LNDb-0294-0202.jpg,"(268, 512, 512)","(-187.1357421875, -384.1357421875, -264.0)",ts-LNDb-0294-0202
156,ts-LNDb-0294-0205.jpg,"(268, 512, 512)","(-187.1357421875, -384.1357421875, -264.0)",ts-LNDb-0294-0205
157,ts-LNDb-0294-0208.jpg,"(268, 512, 512)","(-187.1357421875, -384.1357421875, -264.0)",ts-LNDb-0294-0208
158,ts-LNDb-0294-0211.jpg,"(268, 512, 512)","(-187.1357421875, -384.1357421875, -264.0)",ts-LNDb-0294-0211
159,ts-LNDb-0294-0214.jpg,"(268, 512, 512)","(-187.1357421875, -384.1357421875, -264.0)",ts-LNDb-0294-0214
160,ts-LNDb-0294-0217.jpg,"(268, 512, 512)","(-187.1357421875, -384.1357421875, -264.0)",ts-LNDb-0294-0217
161,ts-LNDb-0294-0220.jpg,"(268, 512, 512)","(-187.1357421875, -384.1357421875, -264.0)",ts-LNDb-0294-0220
162,ts-LNDb-0294-0223.jpg,"(268, 512, 512)","(-187.1357421875, -384.1357421875, -264.0)",ts-LNDb-0294-0223
163,ts-LNDb-0294-0226.jpg,"(268, 512, 512)","(-187.1357421875, -384.1357421875, -264.0)",ts-LNDb-0294-0226
164,ts-LNDb-0294-0229.jpg,"(268, 512, 512)","(-187.1357421875, -384.1357421875, -264.0)",ts-LNDb-0294-0229
165,ts-LNDb-0294-0232.jpg,"(268, 512, 512)","(-187.1357421875, -384.1357421875, -264.0)",ts-LNDb-0294-0232
166,ts-LNDb-0294-0235.jpg,"(268, 512, 512)","(-187.1357421875, -384.1357421875, -264.0)",ts-LNDb-0294-0235
167,ts-LNDb-0294-0238.jpg,"(268, 512, 512)","(-187.1357421875, -384.1357421875, -264.0)",ts-LNDb-0294-0238
168,ts-LNDb-0214-0183.jpg,"(306, 512, 564)","(-192.02293587449532, -354.7622546304573, -1196.5570000829423)",ts-LNDb-0214-0183
169,ts-LNDb-0214-0186.jpg,"(306, 512, 564)","(-192.02293587449532, -354.7622546304573, -1196.5570000829423)",ts-LNDb-0214-0186
170,ts-LNDb-0214-0189.jpg,"(306, 512, 564)","(-192.02293587449532, -354.7622546304573, -1196.5570000829423)",ts-LNDb-0214-0189
171,ts-LNDb-0214-0192.jpg,"(306, 512, 564)","(-192.02293587449532, -354.7622546304573, -1196.5570000829423)",ts-LNDb-0214-0192
172,ts-LNDb-0214-0195.jpg,"(306, 512, 564)","(-192.02293587449532, -354.7622546304573, -1196.5570000829423)",ts-LNDb-0214-0195
173,ts-LNDb-0214-0198.jpg,"(306, 512, 564)","(-192.02293587449532, -354.7622546304573, -1196.5570000829423)",ts-LNDb-0214-0198
174,ts-LNDb-0214-0201.jpg,"(306, 512, 564)","(-192.02293587449532, -354.7622546304573, -1196.5570000829423)",ts-LNDb-0214-0201
175,ts-LNDb-0214-0204.jpg,"(306, 512, 564)","(-192.02293587449532, -354.7622546304573, -1196.5570000829423)",ts-LNDb-0214-0204
176,ts-LNDb-0214-0207.jpg,"(306, 512, 564)","(-192.02293587449532, -354.7622546304573, -1196.5570000829423)",ts-LNDb-0214-0207
177,ts-LNDb-0214-0210.jpg,"(306, 512, 564)","(-192.02293587449532, -354.7622546304573, -1196.5570000829423)",ts-LNDb-0214-0210
178,ts-LNDb-0214-0213.jpg,"(306, 512, 564)","(-192.02293587449532, -354.7622546304573, -1196.5570000829423)",ts-LNDb-0214-0213
179,ts-LNDb-0214-0216.jpg,"(306, 512, 564)","(-192.02293587449532, -354.7622546304573, -1196.5570000829423)",ts-LNDb-0214-0216
180,ts-LNDb-0214-0219.jpg,"(306, 512, 564)","(-192.02293587449532, -354.7622546304573, -1196.5570000829423)",ts-LNDb-0214-0219
181,ts-LNDb-0214-0222.jpg,"(306, 512, 564)","(-192.02293587449532, -354.7622546304573, -1196.5570000829423)",ts-LNDb-0214-0222
182,ts-LNDb-0214-0225.jpg,"(306, 512, 564)","(-192.02293587449532, -354.7622546304573, -1196.5570000829423)",ts-LNDb-0214-0225
183,ts-LNDb-0214-0228.jpg,"(306, 512, 564)","(-192.02293587449532, -354.7622546304573, -1196.5570000829423)",ts-LNDb-0214-0228
184,ts-LNDb-0214-0231.jpg,"(306, 512, 564)","(-192.02293587449532, -354.7622546304573, -1196.5570000829423)",ts-LNDb-0214-0231
185,ts-LNDb-0214-0234.jpg,"(306, 512, 564)","(-192.02293587449532, -354.7622546304573, -1196.5570000829423)",ts-LNDb-0214-0234
186,ts-LNDb-0214-0237.jpg,"(306, 512, 564)","(-192.02293587449532, -354.7622546304573, -1196.5570000829423)",ts-LNDb-0214-0237
187,ts-LNDb-0214-0240.jpg,"(306, 512, 564)","(-192.02293587449532, -354.7622546304573, -1196.5570000829423)",ts-LNDb-0214-0240
188,ts-LNDb-0214-0243.jpg,"(306, 512, 564)","(-192.02293587449532, -354.7622546304573, -1196.5570000829423)",ts-LNDb-0214-0243
189,ts-LNDb-0214-0246.jpg,"(306, 512, 564)","(-192.02293587449532, -354.7622546304573, -1196.5570000829423)",ts-LNDb-0214-0246
190,ts-LNDb-0214-0249.jpg,"(306, 512, 564)","(-192.02293587449532, -354.7622546304573, -1196.5570000829423)",ts-LNDb-0214-0249
