,LNDbID,x,y,z,w,h,file,orig shp,origin,t_wrld,lblIndex
12,3,0.251953125,0.59765625,200.0,0.004970155755514945,0.004970155755514945,tr-0003-0002.jpg,"(301, 512, 512)","(-203.626953125, -393.626953125, -286.5)",tr-0003-0002,1
13,3,0.630859375,0.474609375,189.0,0.0029296875,0.0029296875,tr-0003-0003.jpg,"(301, 512, 512)","(-203.626953125, -393.626953125, -286.5)",tr-0003-0003,1
14,3,0.2578125,0.548828125,240.0,0.0045318137740265494,0.0045318137740265494,tr-0003-0004.jpg,"(301, 512, 512)","(-203.626953125, -393.626953125, -286.5)",tr-0003-0004,1
15,4,0.291015625,0.5078125,215.0,0.012286878311166358,0.012286878311166358,tr-0004-0000.jpg,"(322, 512, 512)","(-173.1435546875, -358.1435546875, -806.5)",tr-0004-0000,1
16,4,0.732421875,0.3828125,162.0,0.003413500706483454,0.003413500706483454,tr-0004-0001.jpg,"(322, 512, 512)","(-173.1435546875, -358.1435546875, -806.5)",tr-0004-0001,1
17,4,0.23828125,0.71484375,88.0,0.0066918102195002846,0.0066918102195002846,tr-0004-0002.jpg,"(322, 512, 512)","(-173.1435546875, -358.1435546875, -806.5)",tr-0004-0002,1
18,5,0.244140625,0.72265625,154.0,0.0029296875,0.0029296875,tr-0005-0000.jpg,"(334, 512, 512)","(-171.1513671875, -349.1513671875, -811.5)",tr-0005-0000,1
19,5,0.705078125,0.65625,294.0,0.0057860477331543045,0.0057860477331543045,tr-0005-0001.jpg,"(334, 512, 512)","(-171.1513671875, -349.1513671875, -811.5)",tr-0005-0001,1
20,7,0.392578125,0.6875,244.0,0.0030639337606029604,0.0030639337606029604,tr-0007-0000.jpg,"(263, 512, 512)","(-178.673828125, -316.673828125, -317.0)",tr-0007-0000,1
21,7,0.45703125,0.298828125,65.0,0.0029296875,0.0029296875,tr-0007-0001.jpg,"(263, 512, 512)","(-178.673828125, -316.673828125, -317.0)",tr-0007-0001,0
22,8,0.38671875,0.337890625,85.0,0.005702608204855135,0.005702608204855135,tr-0008-0000.jpg,"(328, 512, 512)","(-177.673828125, -307.673828125, -315.5)",tr-0008-0000,1
23,8,0.22265625,0.421875,195.0,0.005498862916511643,0.005498862916511643,tr-0008-0001.jpg,"(328, 512, 512)","(-177.673828125, -307.673828125, -315.5)",tr-0008-0001,1
24,8,0.201171875,0.4765625,200.0,0.007496926366279548,0.007496926366279548,tr-0008-0002.jpg,"(328, 512, 512)","(-177.673828125, -307.673828125, -315.5)",tr-0008-0002,1
25,8,0.19921875,0.462890625,183.0,0.0029296875,0.0029296875,tr-0008-0003.jpg,"(328, 512, 512)","(-177.673828125, -307.673828125, -315.5)",tr-0008-0003,1
26,8,0.349609375,0.603515625,245.0,0.0029296875,0.0029296875,tr-0008-0004.jpg,"(328, 512, 512)","(-177.673828125, -307.673828125, -315.5)",tr-0008-0004,0
27,10,0.1875,0.525390625,116.0,0.004340030267538054,0.004340030267538054,tr-0010-0000.jpg,"(293, 512, 512)","(-176.673828125, -312.673828125, -490.0)",tr-0010-0000,1
28,10,0.185546875,0.5546875,115.0,0.005087853400723664,0.005087853400723664,tr-0010-0001.jpg,"(293, 512, 512)","(-176.673828125, -312.673828125, -490.0)",tr-0010-0001,1
29,10,0.34765625,0.724609375,58.0,0.004895481411633104,0.004895481411633104,tr-0010-0002.jpg,"(293, 512, 512)","(-176.673828125, -312.673828125, -490.0)",tr-0010-0002,1
30,10,0.388671875,0.267578125,161.0,0.003357439337891019,0.003357439337891019,tr-0010-0003.jpg,"(293, 512, 512)","(-176.673828125, -312.673828125, -490.0)",tr-0010-0003,1
31,10,0.82421875,0.4140625,186.0,0.003737959027879753,0.003737959027879753,tr-0010-0004.jpg,"(293, 512, 512)","(-176.673828125, -312.673828125, -490.0)",tr-0010-0004,1
32,10,0.79296875,0.365234375,156.0,0.003791365658085497,0.003791365658085497,tr-0010-0005.jpg,"(293, 512, 512)","(-176.673828125, -312.673828125, -490.0)",tr-0010-0005,1
33,10,0.818359375,0.4375,144.0,0.0059192728695524185,0.0059192728695524185,tr-0010-0006.jpg,"(293, 512, 512)","(-176.673828125, -312.673828125, -490.0)",tr-0010-0006,1
34,10,0.859375,0.37109375,108.0,0.005575664934437486,0.005575664934437486,tr-0010-0007.jpg,"(293, 512, 512)","(-176.673828125, -312.673828125, -490.0)",tr-0010-0007,1
35,10,0.83203125,0.666015625,64.0,0.006167920079885616,0.006167920079885616,tr-0010-0008.jpg,"(293, 512, 512)","(-176.673828125, -312.673828125, -490.0)",tr-0010-0008,1
36,10,0.736328125,0.603515625,229.0,0.004230108495554,0.004230108495554,tr-0010-0009.jpg,"(293, 512, 512)","(-176.673828125, -312.673828125, -490.0)",tr-0010-0009,1
37,10,0.705078125,0.603515625,255.0,0.003826150772304828,0.003826150772304828,tr-0010-0010.jpg,"(293, 512, 512)","(-176.673828125, -312.673828125, -490.0)",tr-0010-0010,1
38,10,0.720703125,0.4609375,211.0,0.004787853359745834,0.004787853359745834,tr-0010-0011.jpg,"(293, 512, 512)","(-176.673828125, -312.673828125, -490.0)",tr-0010-0011,1
39,10,0.462890625,0.29296875,132.0,0.0029296875,0.0029296875,tr-0010-0012.jpg,"(293, 512, 512)","(-176.673828125, -312.673828125, -490.0)",tr-0010-0012,0
40,10,0.185546875,0.552734375,116.0,0.0029296875,0.0029296875,tr-0010-0013.jpg,"(293, 512, 512)","(-176.673828125, -312.673828125, -490.0)",tr-0010-0013,0
41,11,0.3046875,0.498046875,297.0,0.008269992141342391,0.008269992141342391,tr-0011-0000.jpg,"(342, 512, 512)","(-158.703125, -284.703125, -574.5)",tr-0011-0000,1
42,11,0.28515625,0.505859375,293.0,0.006645355241631242,0.006645355241631242,tr-0011-0001.jpg,"(342, 512, 512)","(-158.703125, -284.703125, -574.5)",tr-0011-0001,1
43,11,0.3125,0.587890625,295.0,0.007629840822213356,0.007629840822213356,tr-0011-0002.jpg,"(342, 512, 512)","(-158.703125, -284.703125, -574.5)",tr-0011-0002,1
44,11,0.40234375,0.630859375,279.0,0.008079197961463117,0.008079197961463117,tr-0011-0003.jpg,"(342, 512, 512)","(-158.703125, -284.703125, -574.5)",tr-0011-0003,1
45,11,0.3515625,0.62890625,299.0,0.0058299560201225155,0.0058299560201225155,tr-0011-0004.jpg,"(342, 512, 512)","(-158.703125, -284.703125, -574.5)",tr-0011-0004,1
46,11,0.34375,0.62890625,289.0,0.005929710182932332,0.005929710182932332,tr-0011-0005.jpg,"(342, 512, 512)","(-158.703125, -284.703125, -574.5)",tr-0011-0005,1
47,11,0.353515625,0.478515625,294.0,0.006077578726492826,0.006077578726492826,tr-0011-0006.jpg,"(342, 512, 512)","(-158.703125, -284.703125, -574.5)",tr-0011-0006,1
48,13,0.291015625,0.419921875,333.0,0.003243337899302741,0.003243337899302741,tr-0013-0000.jpg,"(384, 512, 512)","(-174.673828125, -350.673828125, 481.0)",tr-0013-0000,1
49,13,0.23828125,0.41796875,285.0,0.00675382250485644,0.00675382250485644,tr-0013-0001.jpg,"(384, 512, 512)","(-174.673828125, -350.673828125, 481.0)",tr-0013-0001,1
50,13,0.130859375,0.759765625,228.0,0.004353384290979528,0.004353384290979528,tr-0013-0002.jpg,"(384, 512, 512)","(-174.673828125, -350.673828125, 481.0)",tr-0013-0002,1
51,13,0.908203125,0.703125,55.0,0.004983381001192205,0.004983381001192205,tr-0013-0003.jpg,"(384, 512, 512)","(-174.673828125, -350.673828125, 481.0)",tr-0013-0003,1
52,13,0.17578125,0.564453125,289.0,0.0031678742707292773,0.0031678742707292773,tr-0013-0004.jpg,"(384, 512, 512)","(-174.673828125, -350.673828125, 481.0)",tr-0013-0004,1
53,13,0.1171875,0.474609375,96.0,0.004201717650218286,0.004201717650218286,tr-0013-0005.jpg,"(384, 512, 512)","(-174.673828125, -350.673828125, 481.0)",tr-0013-0005,1
54,13,0.150390625,0.427734375,108.0,0.0029296875,0.0029296875,tr-0013-0006.jpg,"(384, 512, 512)","(-174.673828125, -350.673828125, 481.0)",tr-0013-0006,0
55,13,0.908203125,0.703125,55.0,0.0029296875,0.0029296875,tr-0013-0007.jpg,"(384, 512, 512)","(-174.673828125, -350.673828125, 481.0)",tr-0013-0007,0
56,13,0.86328125,0.404296875,135.0,0.0029296875,0.0029296875,tr-0013-0008.jpg,"(384, 512, 512)","(-174.673828125, -350.673828125, 481.0)",tr-0013-0008,0
57,15,0.30859375,0.560546875,205.0,0.004655094939954396,0.004655094939954396,tr-0015-0000.jpg,"(328, 512, 512)","(-177.650390625, -330.650390625, -410.0)",tr-0015-0000,1
58,15,0.71484375,0.59765625,302.0,0.005506508187085499,0.005506508187085499,tr-0015-0001.jpg,"(328, 512, 512)","(-177.650390625, -330.650390625, -410.0)",tr-0015-0001,1
59,15,0.412109375,0.724609375,245.0,0.004370518444425512,0.004370518444425512,tr-0015-0002.jpg,"(328, 512, 512)","(-177.650390625, -330.650390625, -410.0)",tr-0015-0002,1
60,15,0.40625,0.57421875,296.0,0.0029296875,0.0029296875,tr-0015-0003.jpg,"(328, 512, 512)","(-177.650390625, -330.650390625, -410.0)",tr-0015-0003,0
61,15,0.72265625,0.59375,303.0,0.0029296875,0.0029296875,tr-0015-0004.jpg,"(328, 512, 512)","(-177.650390625, -330.650390625, -410.0)",tr-0015-0004,0
62,15,0.689453125,0.41796875,247.0,0.0029296875,0.0029296875,tr-0015-0005.jpg,"(328, 512, 512)","(-177.650390625, -330.650390625, -410.0)",tr-0015-0005,0
63,16,0.318359375,0.529296875,287.0,0.0042560674499582465,0.0042560674499582465,tr-0016-0000.jpg,"(326, 512, 512)","(-173.1982421875, -318.1982421875, -192.0)",tr-0016-0000,1
64,16,0.3515625,0.609375,293.0,0.005046125938738194,0.005046125938738194,tr-0016-0001.jpg,"(326, 512, 512)","(-173.1982421875, -318.1982421875, -192.0)",tr-0016-0001,1
65,16,0.212890625,0.484375,168.0,0.00481211130239702,0.00481211130239702,tr-0016-0002.jpg,"(326, 512, 512)","(-173.1982421875, -318.1982421875, -192.0)",tr-0016-0002,1
66,17,0.689453125,0.587890625,215.0,0.003169271876414657,0.003169271876414657,tr-0017-0000.jpg,"(276, 512, 512)","(-159.1474609375, -375.1474609375, -389.0)",tr-0017-0000,1
67,17,0.7734375,0.6796875,174.0,0.004766914467169892,0.004766914467169892,tr-0017-0001.jpg,"(276, 512, 512)","(-159.1474609375, -375.1474609375, -389.0)",tr-0017-0001,1
68,17,0.74609375,0.76953125,163.0,0.006437260802341902,0.006437260802341902,tr-0017-0002.jpg,"(276, 512, 512)","(-159.1474609375, -375.1474609375, -389.0)",tr-0017-0002,1
69,17,0.744140625,0.572265625,64.0,0.005867963422142374,0.005867963422142374,tr-0017-0003.jpg,"(276, 512, 512)","(-159.1474609375, -375.1474609375, -389.0)",tr-0017-0003,1
70,17,0.62109375,0.357421875,190.0,0.0029296875,0.0029296875,tr-0017-0004.jpg,"(276, 512, 512)","(-159.1474609375, -375.1474609375, -389.0)",tr-0017-0004,1
71,17,0.22265625,0.576171875,216.0,0.0039930323499346495,0.0039930323499346495,tr-0017-0005.jpg,"(276, 512, 512)","(-159.1474609375, -375.1474609375, -389.0)",tr-0017-0005,1
72,18,0.1640625,0.474609375,245.0,0.005466337817478954,0.005466337817478954,tr-0018-0000.jpg,"(323, 512, 512)","(-140.2333984375, -284.2333984375, -378.5)",tr-0018-0000,1
73,18,0.37109375,0.798828125,234.0,0.0056806534646221376,0.0056806534646221376,tr-0018-0001.jpg,"(323, 512, 512)","(-140.2333984375, -284.2333984375, -378.5)",tr-0018-0001,1
74,18,0.15625,0.615234375,170.0,0.006342337520206642,0.006342337520206642,tr-0018-0002.jpg,"(323, 512, 512)","(-140.2333984375, -284.2333984375, -378.5)",tr-0018-0002,1
75,18,0.798828125,0.708984375,222.0,0.0039835074247265055,0.0039835074247265055,tr-0018-0003.jpg,"(323, 512, 512)","(-140.2333984375, -284.2333984375, -378.5)",tr-0018-0003,1
76,18,0.80859375,0.34375,162.0,0.005701471437074074,0.005701471437074074,tr-0018-0004.jpg,"(323, 512, 512)","(-140.2333984375, -284.2333984375, -378.5)",tr-0018-0004,1
77,18,0.662109375,0.76171875,73.0,0.004564027400281516,0.004564027400281516,tr-0018-0005.jpg,"(323, 512, 512)","(-140.2333984375, -284.2333984375, -378.5)",tr-0018-0005,1
78,20,0.724609375,0.80859375,105.0,0.0029296875,0.0029296875,tr-0020-0000.jpg,"(306, 512, 512)","(-165.6953125, -319.6953125, -366.5)",tr-0020-0000,0
79,20,0.21484375,0.53515625,249.0,0.0037988279272382517,0.0037988279272382517,tr-0020-0001.jpg,"(306, 512, 512)","(-165.6953125, -319.6953125, -366.5)",tr-0020-0001,1
80,20,0.36328125,0.759765625,88.0,0.0029296875,0.0029296875,tr-0020-0002.jpg,"(306, 512, 512)","(-165.6953125, -319.6953125, -366.5)",tr-0020-0002,0
81,20,0.318359375,0.802734375,73.0,0.0029296875,0.0029296875,tr-0020-0003.jpg,"(306, 512, 512)","(-165.6953125, -319.6953125, -366.5)",tr-0020-0003,0
82,21,0.16796875,0.63671875,171.0,0.0036642853986836497,0.0036642853986836497,tr-0021-0000.jpg,"(328, 512, 512)","(-164.673828125, -329.673828125, -577.5)",tr-0021-0000,1
83,21,0.126953125,0.666015625,122.0,0.003826150772304828,0.003826150772304828,tr-0021-0001.jpg,"(328, 512, 512)","(-164.673828125, -329.673828125, -577.5)",tr-0021-0001,1
84,21,0.845703125,0.625,204.0,0.003826150772304828,0.003826150772304828,tr-0021-0002.jpg,"(328, 512, 512)","(-164.673828125, -329.673828125, -577.5)",tr-0021-0002,1
85,21,0.623046875,0.703125,280.0,0.005373651038028755,0.005373651038028755,tr-0021-0003.jpg,"(328, 512, 512)","(-164.673828125, -329.673828125, -577.5)",tr-0021-0003,1
86,21,0.1875,0.779296875,68.0,0.0029296875,0.0029296875,tr-0021-0004.jpg,"(328, 512, 512)","(-164.673828125, -329.673828125, -577.5)",tr-0021-0004,0
87,21,0.6328125,0.703125,288.0,0.0029296875,0.0029296875,tr-0021-0005.jpg,"(328, 512, 512)","(-164.673828125, -329.673828125, -577.5)",tr-0021-0005,0
88,24,0.70703125,0.40234375,243.0,0.007225711891140966,0.007225711891140966,tr-0024-0000.jpg,"(358, 512, 512)","(-215.634765625, -348.634765625, -460.0)",tr-0024-0000,1
89,24,0.6796875,0.501953125,177.0,0.026344275423098498,0.026344275423098498,tr-0024-0001.jpg,"(358, 512, 512)","(-215.634765625, -348.634765625, -460.0)",tr-0024-0001,1
90,24,0.421875,0.44921875,273.0,0.007768620616777601,0.007768620616777601,tr-0024-0002.jpg,"(358, 512, 512)","(-215.634765625, -348.634765625, -460.0)",tr-0024-0002,1
91,24,0.4140625,0.50390625,254.0,0.0029296875,0.0029296875,tr-0024-0003.jpg,"(358, 512, 512)","(-215.634765625, -348.634765625, -460.0)",tr-0024-0003,0
92,25,0.16796875,0.419921875,130.0,0.00638870443282507,0.00638870443282507,tr-0025-0000.jpg,"(328, 512, 512)","(-210.1025390625, -356.1025390625, -423.5)",tr-0025-0000,1
93,25,0.7109375,0.6171875,132.0,0.0033009083088676888,0.0033009083088676888,tr-0025-0001.jpg,"(328, 512, 512)","(-210.1025390625, -356.1025390625, -423.5)",tr-0025-0001,1
94,25,0.775390625,0.57421875,152.0,0.005170729735204141,0.005170729735204141,tr-0025-0002.jpg,"(328, 512, 512)","(-210.1025390625, -356.1025390625, -423.5)",tr-0025-0002,1
95,25,0.78515625,0.4921875,190.0,0.005340270221047454,0.005340270221047454,tr-0025-0003.jpg,"(328, 512, 512)","(-210.1025390625, -356.1025390625, -423.5)",tr-0025-0003,1
96,25,0.72265625,0.59765625,231.0,0.004047629992311991,0.004047629992311991,tr-0025-0004.jpg,"(328, 512, 512)","(-210.1025390625, -356.1025390625, -423.5)",tr-0025-0004,1
97,25,0.662109375,0.302734375,226.0,0.003119162896586467,0.003119162896586467,tr-0025-0005.jpg,"(328, 512, 512)","(-210.1025390625, -356.1025390625, -423.5)",tr-0025-0005,1
98,25,0.244140625,0.353515625,212.0,0.004137109202088456,0.004137109202088456,tr-0025-0006.jpg,"(328, 512, 512)","(-210.1025390625, -356.1025390625, -423.5)",tr-0025-0006,1
99,26,0.240234375,0.6015625,212.0,0.0065778018725064285,0.0065778018725064285,tr-0026-0000.jpg,"(328, 512, 512)","(-183.673828125, -319.673828125, -325.0)",tr-0026-0000,1
100,26,0.296875,0.43359375,209.0,0.004438254150577343,0.004438254150577343,tr-0026-0001.jpg,"(328, 512, 512)","(-183.673828125, -319.673828125, -325.0)",tr-0026-0001,1
101,26,0.275390625,0.375,128.0,0.009136219493456006,0.009136219493456006,tr-0026-0002.jpg,"(328, 512, 512)","(-183.673828125, -319.673828125, -325.0)",tr-0026-0002,1
102,26,0.615234375,0.80078125,85.0,0.004622621593883001,0.004622621593883001,tr-0026-0003.jpg,"(328, 512, 512)","(-183.673828125, -319.673828125, -325.0)",tr-0026-0003,1
103,26,0.31640625,0.40625,148.0,0.0029296875,0.0029296875,tr-0026-0004.jpg,"(328, 512, 512)","(-183.673828125, -319.673828125, -325.0)",tr-0026-0004,0
104,26,0.755859375,0.759765625,139.0,0.0029296875,0.0029296875,tr-0026-0005.jpg,"(328, 512, 512)","(-183.673828125, -319.673828125, -325.0)",tr-0026-0005,1
105,26,0.41015625,0.640625,293.0,0.0029296875,0.0029296875,tr-0026-0006.jpg,"(328, 512, 512)","(-183.673828125, -319.673828125, -325.0)",tr-0026-0006,0
106,26,0.330078125,0.685546875,284.0,0.0029296875,0.0029296875,tr-0026-0007.jpg,"(328, 512, 512)","(-183.673828125, -319.673828125, -325.0)",tr-0026-0007,0
107,26,0.66796875,0.69921875,279.0,0.0029296875,0.0029296875,tr-0026-0008.jpg,"(328, 512, 512)","(-183.673828125, -319.673828125, -325.0)",tr-0026-0008,0
108,26,0.37890625,0.779296875,240.0,0.0029296875,0.0029296875,tr-0026-0009.jpg,"(328, 512, 512)","(-183.673828125, -319.673828125, -325.0)",tr-0026-0009,0
109,26,0.236328125,0.603515625,213.0,0.0029296875,0.0029296875,tr-0026-0010.jpg,"(328, 512, 512)","(-183.673828125, -319.673828125, -325.0)",tr-0026-0010,0
110,26,0.275390625,0.375,128.0,0.0029296875,0.0029296875,tr-0026-0011.jpg,"(328, 512, 512)","(-183.673828125, -319.673828125, -325.0)",tr-0026-0011,0
111,28,0.408203125,0.54296875,313.0,0.0053214953917832,0.0053214953917832,tr-0028-0000.jpg,"(364, 512, 512)","(-178.640625, -347.640625, -172.5)",tr-0028-0000,1
112,28,0.341796875,0.640625,286.0,0.006283577787205333,0.006283577787205333,tr-0028-0001.jpg,"(364, 512, 512)","(-178.640625, -347.640625, -172.5)",tr-0028-0001,1
113,28,0.232421875,0.6328125,245.0,0.007311315878794747,0.007311315878794747,tr-0028-0002.jpg,"(364, 512, 512)","(-178.640625, -347.640625, -172.5)",tr-0028-0002,1
114,28,0.78125,0.35546875,161.0,0.004274566222240195,0.004274566222240195,tr-0028-0003.jpg,"(364, 512, 512)","(-178.640625, -347.640625, -172.5)",tr-0028-0003,1
115,28,0.25390625,0.76953125,114.0,0.00502395148086229,0.00502395148086229,tr-0028-0004.jpg,"(364, 512, 512)","(-178.640625, -347.640625, -172.5)",tr-0028-0004,1
116,28,0.408203125,0.54296875,313.0,0.0029296875,0.0029296875,tr-0028-0005.jpg,"(364, 512, 512)","(-178.640625, -347.640625, -172.5)",tr-0028-0005,0
117,28,0.8046875,0.52734375,118.0,0.004081592541254911,0.004081592541254911,tr-0028-0006.jpg,"(364, 512, 512)","(-178.640625, -347.640625, -172.5)",tr-0028-0006,1
118,28,0.708984375,0.2578125,166.0,0.0029296875,0.0029296875,tr-0028-0007.jpg,"(364, 512, 512)","(-178.640625, -347.640625, -172.5)",tr-0028-0007,0
119,28,0.404296875,0.68359375,283.0,0.0029296875,0.0029296875,tr-0028-0008.jpg,"(364, 512, 512)","(-178.640625, -347.640625, -172.5)",tr-0028-0008,0
120,31,0.21875,0.48046875,286.0,0.004424716314987812,0.004424716314987812,tr-0031-0000.jpg,"(353, 512, 512)","(-168.1962890625, -291.1962890625, -203.0)",tr-0031-0000,1
121,31,0.189453125,0.474609375,284.0,0.0037444736916824963,0.0037444736916824963,tr-0031-0001.jpg,"(353, 512, 512)","(-168.1962890625, -291.1962890625, -203.0)",tr-0031-0001,1
122,31,0.80859375,0.564453125,287.0,0.011305763406823943,0.011305763406823943,tr-0031-0002.jpg,"(353, 512, 512)","(-168.1962890625, -291.1962890625, -203.0)",tr-0031-0002,1
123,31,0.8828125,0.43359375,233.0,0.00773800527851574,0.00773800527851574,tr-0031-0003.jpg,"(353, 512, 512)","(-168.1962890625, -291.1962890625, -203.0)",tr-0031-0003,1
124,31,0.783203125,0.23828125,141.0,0.00657440952930961,0.00657440952930961,tr-0031-0004.jpg,"(353, 512, 512)","(-168.1962890625, -291.1962890625, -203.0)",tr-0031-0004,1
125,31,0.2890625,0.31640625,122.0,0.006979174244450147,0.006979174244450147,tr-0031-0005.jpg,"(353, 512, 512)","(-168.1962890625, -291.1962890625, -203.0)",tr-0031-0005,1
126,31,0.1171875,0.58203125,205.0,0.005884568953352735,0.005884568953352735,tr-0031-0006.jpg,"(353, 512, 512)","(-168.1962890625, -291.1962890625, -203.0)",tr-0031-0006,1
127,31,0.3046875,0.26953125,209.0,0.006235897033281552,0.006235897033281552,tr-0031-0007.jpg,"(353, 512, 512)","(-168.1962890625, -291.1962890625, -203.0)",tr-0031-0007,1
128,31,0.125,0.619140625,201.0,0.003820912536912787,0.003820912536912787,tr-0031-0008.jpg,"(353, 512, 512)","(-168.1962890625, -291.1962890625, -203.0)",tr-0031-0008,1
129,31,0.392578125,0.3515625,140.0,0.006466359711960046,0.006466359711960046,tr-0031-0009.jpg,"(353, 512, 512)","(-168.1962890625, -291.1962890625, -203.0)",tr-0031-0009,1
130,31,0.171875,0.31640625,155.0,0.007803216262590433,0.007803216262590433,tr-0031-0010.jpg,"(353, 512, 512)","(-168.1962890625, -291.1962890625, -203.0)",tr-0031-0010,1
131,31,0.80859375,0.564453125,285.0,0.0029296875,0.0029296875,tr-0031-0011.jpg,"(353, 512, 512)","(-168.1962890625, -291.1962890625, -203.0)",tr-0031-0011,0
132,34,0.8203125,0.603515625,166.0,0.009197769985617209,0.009197769985617209,tr-0034-0000.jpg,"(314, 512, 512)","(-171.673828125, -309.673828125, -320.5)",tr-0034-0000,1
133,34,0.796875,0.544921875,139.0,0.00589759035704007,0.00589759035704007,tr-0034-0001.jpg,"(314, 512, 512)","(-171.673828125, -309.673828125, -320.5)",tr-0034-0001,1
134,34,0.17578125,0.490234375,154.0,0.0029296875,0.0029296875,tr-0034-0002.jpg,"(314, 512, 512)","(-171.673828125, -309.673828125, -320.5)",tr-0034-0002,1
135,35,0.6171875,0.685546875,244.0,0.013128851543788444,0.013128851543788444,tr-0035-0000.jpg,"(284, 512, 512)","(-133.736328125, -271.736328125, -319.5)",tr-0035-0000,1
136,35,0.216796875,0.763671875,133.0,0.010763511684414421,0.010763511684414421,tr-0035-0001.jpg,"(284, 512, 512)","(-133.736328125, -271.736328125, -319.5)",tr-0035-0001,1
137,35,0.201171875,0.7109375,99.0,0.008007473115308954,0.008007473115308954,tr-0035-0002.jpg,"(284, 512, 512)","(-133.736328125, -271.736328125, -319.5)",tr-0035-0002,1
138,35,0.365234375,0.63671875,103.0,0.008571151520196139,0.008571151520196139,tr-0035-0003.jpg,"(284, 512, 512)","(-133.736328125, -271.736328125, -319.5)",tr-0035-0003,1
139,35,0.3359375,0.23046875,90.0,0.0029296875,0.0029296875,tr-0035-0004.jpg,"(284, 512, 512)","(-133.736328125, -271.736328125, -319.5)",tr-0035-0004,0
140,35,0.287109375,0.59765625,242.0,0.0029296875,0.0029296875,tr-0035-0005.jpg,"(284, 512, 512)","(-133.736328125, -271.736328125, -319.5)",tr-0035-0005,1
141,35,0.208984375,0.451171875,209.0,0.0032593353834858988,0.0032593353834858988,tr-0035-0006.jpg,"(284, 512, 512)","(-133.736328125, -271.736328125, -319.5)",tr-0035-0006,1
142,35,0.1328125,0.384765625,167.0,0.0029296875,0.0029296875,tr-0035-0007.jpg,"(284, 512, 512)","(-133.736328125, -271.736328125, -319.5)",tr-0035-0007,1
143,35,0.255859375,0.34765625,219.0,0.0029296875,0.0029296875,tr-0035-0008.jpg,"(284, 512, 512)","(-133.736328125, -271.736328125, -319.5)",tr-0035-0008,1
144,35,0.353515625,0.708984375,102.0,0.0038346993674465792,0.0038346993674465792,tr-0035-0009.jpg,"(284, 512, 512)","(-133.736328125, -271.736328125, -319.5)",tr-0035-0009,1
145,35,0.818359375,0.330078125,181.0,0.005589263783765244,0.005589263783765244,tr-0035-0010.jpg,"(284, 512, 512)","(-133.736328125, -271.736328125, -319.5)",tr-0035-0010,1
146,35,0.619140625,0.6875,245.0,0.0029296875,0.0029296875,tr-0035-0011.jpg,"(284, 512, 512)","(-133.736328125, -271.736328125, -319.5)",tr-0035-0011,0
147,35,0.20703125,0.7109375,100.0,0.0029296875,0.0029296875,tr-0035-0012.jpg,"(284, 512, 512)","(-133.736328125, -271.736328125, -319.5)",tr-0035-0012,0
148,35,0.201171875,0.76953125,93.0,0.0029296875,0.0029296875,tr-0035-0013.jpg,"(284, 512, 512)","(-133.736328125, -271.736328125, -319.5)",tr-0035-0013,0
